çå®æµåº¦,é¢æµæµåº¦,Unnamed: 2,AlertScore,AlertLevel,Level
954.1,955.7965,33.64607,1006.265605,4,4
157,181.35736,26.912884,221.726686,1,1
434.3,440.0355,31.866955,487.8359325,2,2
548.6,519.60223,30.95474,566.03434,2,2
61.8,44.18696,24.6739,81.19781,1,1
673.9,796.1129,31.903893,843.9687395,4,3
743.7,710.8962,30.376564,756.461046,3,3
236.5,154.94644,24.357784,191.483116,1,1
166.9,155.12326,24.106647,191.2832305,1,1
259.9,239.26793,25.90224,278.12129,1,1
579.6,605.9622,31.916567,653.8370505,3,2
175.2,224.4034,28.321575,266.8857625,1,1
376.2,346.23996,28.70069,389.290995,2,2
355.9,350.16763,27.146181,390.8869015,2,2
148.5,130.31007,23.083397,164.9351655,1,1
341.3,315.33423,30.158009,360.5712435,2,2
341.3,382.52994,32.408974,431.143401,2,2
227,214.11542,26.560097,253.9555655,1,1
568,658.8027,30.520247,704.5830705,3,2
756.9,728.315,31.175098,775.077647,3,3
973.9,972.76697,33.26124,1022.65883,4,4
862.1,901.3609,32.87812,950.67808,4,4
848.1,869.8778,31.83165,917.625275,4,4
775.4,776.946,32.61365,825.866475,4,3
835,846.9672,31.863266,894.762099,4,4
336.5,383.31152,27.025993,423.8505095,2,2
569.8,724.0363,30.589884,769.921126,3,2
443.4,418.41403,30.790508,464.599792,2,2
448,447.3307,30.274569,492.7425535,2,2
528.7,508.83105,30.240578,554.191917,2,2
54.4,44.256634,22.675428,78.269776,1,1
53.9,68.71345,21.956991,101.6489365,1,1
627.6,568.1529,27.71561,609.726315,3,3
279.4,271.96075,23.99802,307.95778,1,1
56.6,52.356125,25.060375,89.9466875,1,1
145.9,157.08653,21.915873,189.9603395,1,1
357.6,362.3852,27.768036,404.037254,2,2
637.4,660.4214,31.58141,707.793515,3,3
824.9,728.2469,29.907887,773.1087305,3,4
336.8,346.32477,27.359215,387.3635925,2,2
56.6,86.99839,23.981972,122.971348,1,1
23.8,38.710716,23.49057,73.946571,1,1
437,371.81808,29.009718,415.332657,2,2
927.5,817.7039,32.544327,866.5203905,4,4
733.5,749.0079,30.53296,794.80734,3,3
166.9,152.08243,24.129827,188.2771705,1,1
756.9,724.9285,31.3595,771.96775,3,3
889,859.0522,33.762016,909.695224,4,4
828.7,826.0793,31.51364,873.34976,4,4
53.9,74.67386,22.269499,108.0781085,1,1
637.4,646.0216,29.792881,690.7109215,3,3
61.8,39.55136,23.8584,75.33896,1,1
52.8,54.277546,21.519896,86.55739,1,1
358.9,488.90732,31.643692,536.372858,2,2
52.8,94.334785,21.231056,126.181369,1,1
255.4,298.5858,24.304108,335.041962,2,1
236.5,232.99138,25.344955,271.0088125,1,1
146.9,132.96544,22.610643,166.8814045,1,1
51.4,41.96769,21.488022,74.199723,1,1
660.1,711.6463,30.329767,757.1409505,3,3
151.4,156.19208,25.709915,194.7569525,1,1
879.5,901.3526,33.97429,952.314035,4,4
650,683.17255,31.088398,729.805147,3,3
451.1,474.7111,31.560516,522.051874,2,2
255.4,267.4504,27.261536,308.342704,1,1
789,799.1599,31.13991,845.869765,4,3
738.7,569.6154,31.115574,616.288761,3,3
953.4,928.3371,32.486057,977.0661855,4,4
944.9,942.943,33.160904,992.684356,4,4
256.1,234.70825,23.886547,270.5380705,1,1
874.6,855.14667,33.202488,904.950402,4,4
737.6,774.3592,32.425575,822.9975625,4,3
824.9,785.5784,30.556662,831.413393,4,4
47.5,40.348785,24.377125,76.9144725,1,1
770.4,629.7608,33.158684,679.498826,3,3
879.5,806.7545,31.944986,854.671979,4,4
627.6,547.4621,31.344364,594.478646,3,3
158.9,179.86359,22.859898,214.153437,1,1
46.8,134.82,23.266556,169.719834,1,1
23.8,46.461876,24.157196,82.69767,1,1
538.4,522.83826,29.79326,567.52815,2,2
653,750.4692,30.314304,795.940656,3,3
941.8,973.82416,32.862236,1023.117514,4,4
467.2,622.9805,30.472977,668.6899655,3,2
830.9,801.8212,31.79423,849.512545,4,4
638,651.25287,31.800497,698.9536155,3,3
651.1,745.77313,31.366396,792.822724,3,3
233.8,236.21567,25.77243,274.874315,1,1
747,619.42096,30.445705,665.0895175,3,3
151,148.53073,23.766754,184.180861,1,1
640.4,534.3932,30.415382,580.016273,2,3
789,740.857,31.714466,788.428699,3,3
938,964.01337,31.280842,1010.934633,4,4
23.8,38.158096,23.443497,73.3233415,1,1
46.8,65.170555,23.905962,101.029498,1,1
46.8,54.34288,24.927567,91.7342305,1,1
543.1,620.65643,32.04362,668.72186,3,2
336.8,348.6782,30.076973,393.7936595,2,2
542,638.7923,30.946674,685.212311,3,2
145.3,149.17082,25.111198,186.837617,1,1
457,449.28488,30.231642,494.632343,2,2
825.3,679.5809,30.9058,725.9396,3,4
454.4,424.1467,28.789963,467.3316445,2,2
753.2,738.12195,32.33241,786.620565,3,3
764.8,757.88763,31.377575,804.9539925,3,3
52.4,100.10404,23.086674,134.734051,1,1
825.3,727.27014,31.780579,774.9410085,3,4
569.8,623.67194,32.40547,672.280145,3,2
761,779.7277,33.149895,829.4525425,4,3
543.1,674.4676,31.29789,721.414435,3,2
789,772.82355,33.078102,822.440703,4,3
357.5,342.97842,30.61086,388.89471,2,2
151.4,148.85216,24.011198,184.868957,1,1
372.9,381.2008,29.090673,424.8368095,2,2
64.6,66.856804,24.21874,103.184914,1,1
51.4,51.319256,24.209953,87.6341855,1,1
965,969.62256,33.46436,1019.8191,4,4
473.7,520.1153,30.305887,565.5741305,2,2
341.3,388.42276,29.370913,432.4791295,2,2
867.6,760.64404,32.323387,809.1291205,3,4
738.7,711.09564,32.577003,759.9611445,3,3
452.2,448.03745,29.589115,492.4211225,2,2
175.2,141.70468,27.504864,182.961976,1,1
839.9,780.09674,30.53035,825.892265,4,4
259.9,286.82147,28.995354,330.314501,2,1
848.1,789.5988,31.880537,837.4196055,4,4
653.6,717.6618,29.84129,762.423735,3,3
59,59.658524,20.81506,90.881114,1,1
443.4,402.242,27.76512,443.88968,2,2
770.4,747.4434,31.293116,794.383074,3,3
348.5,355.83566,27.699032,397.384208,2,2
473.7,403.51355,30.180918,448.784927,2,2
528,469.6057,28.312315,512.0741725,2,2
985.3,943.1226,33.02552,992.66088,4,4
543.1,631.9152,32.015087,679.9378305,3,2
764.8,813.54425,33.42733,863.685245,4,3
255.4,254.15073,25.24502,292.01826,1,1
235.6,172.22943,24.939344,209.638446,1,1
955.3,968.9714,33.073204,1018.581206,4,4
151.4,184.29272,22.990719,218.7787985,1,1
936.9,911.2167,33.06035,960.807225,4,4
983.7,960.69293,32.70804,1009.75499,4,4
64.6,73.445335,24.514174,110.216596,1,1
121.9,214.46526,25.684355,252.9917925,1,1
848.9,855.1002,32.054565,903.1820475,4,4
362.9,383.52264,30.05119,428.599425,2,2
828.7,836.821,30.586254,882.700381,4,4
638,661.1192,32.501976,709.872164,3,3
336.8,346.06686,28.308334,388.529361,2,2
848.1,847.9049,30.577938,893.771807,4,4
279.4,266.2814,25.971985,305.2393775,1,1
271.7,311.70737,30.202644,357.011336,2,1
36.9,105.13877,24.850677,142.4147855,1,1
56.6,49.682743,25.82049,88.413478,1,1
442.5,337.22025,28.820415,380.4508725,2,2
361.4,388.85678,28.813019,432.0763085,2,2
635.1,734.3415,30.673283,780.3514245,3,3
568,745.4464,33.41984,795.57616,3,2
151.4,150.36198,23.638529,185.8197735,1,1
773.5,802.384,32.37826,850.95139,4,3
462.5,455.53323,30.970577,501.9890955,2,2
439,419.62076,27.25455,460.502585,2,2
121.9,326.9004,27.511677,368.1679155,2,1
447.1,449.6307,30.375832,495.194448,2,2
636.1,699.8736,31.8352,747.6264,3,3
848.9,876.71387,32.354023,925.2449045,4,4
254,246.41005,26.62963,286.354495,1,1
452.2,434.2744,29.386238,478.353757,2,2
824.9,873.34216,32.339752,921.851788,4,4
456.2,506.16232,29.792198,550.850617,2,2
672.9,657.25555,31.494791,704.4977365,3,3
56.6,49.337715,21.71923,81.91656,1,1
973.9,944.63513,32.10813,992.797325,4,4
526.5,474.1553,30.9876,520.6367,2,2
279.4,313.34787,25.699509,351.8971335,2,1
764.8,724.2784,32.04568,772.34692,3,3
147.6,216.18788,26.434177,255.8391455,1,1
528,540.9352,30.836147,587.1894205,3,2
825.3,826.0584,32.746395,875.1779925,4,4
955.3,951.38525,32.50276,1000.13939,4,4
255.4,211.94196,25.145557,249.6602955,1,1
175.2,160.2158,25.775614,198.879221,1,1
151,150.32083,22.761923,184.4637145,1,1
265.6,280.53574,26.246296,319.905184,2,1
36.9,134.92023,26.005136,173.927934,1,1
627.6,662.7253,31.537296,710.031244,3,3
626.2,706.72943,31.31749,753.705665,3,3
376.2,338.98297,27.274464,379.894666,2,2
651.1,743.58844,31.576746,790.953559,3,3
761,679.0461,31.470686,726.252129,3,3
445.9,368.61636,29.007542,412.127673,2,2
166.9,156.292,23.87615,192.106225,1,1
764.8,775.2357,32.6064,824.1453,4,3
739.8,772.25824,31.643396,819.723334,4,3
566.1,552.9688,29.62043,597.399445,3,2
955.7,962.9094,32.415165,1011.532148,4,4
457,472.08267,30.795145,518.2753875,2,2
336.5,354.6201,28.61437,397.541655,2,2
643.5,529.7691,31.226074,576.608211,2,3
254,207.30414,24.784683,244.4811645,1,1
647.9,731.0374,30.513062,776.806993,3,3
857.9,802.2155,32.38899,850.798985,4,4
417.2,450.51804,29.17873,494.286135,2,2
640.4,550.58636,31.806028,598.295402,3,3
50.4,51.744514,26.84417,92.010769,1,1
372.9,415.1218,29.394514,459.213571,2,2
259.9,232.33951,26.123184,271.524286,1,1
236.5,216.89444,24.800861,254.0957315,1,1
417.2,495.38986,31.050358,541.965397,2,2
158.9,136.05844,23.987255,172.0393225,1,1
852.3,875.9763,30.395174,921.569061,4,4
357.6,309.77072,26.994106,350.261879,2,2
949.2,916.9626,33.16716,966.71334,4,4
949.2,927.1465,32.13642,975.35113,4,4
546.9,561.07513,30.854324,607.356616,3,2
321.3,358.10773,29.183449,401.8829035,2,2
789,773.4799,31.141068,820.191502,4,3
955.7,955.93353,33.22267,1005.767535,4,4
358.9,436.86154,29.723236,481.446394,2,2
51.4,95.496315,24.291613,131.9337345,1,1
738.7,658.46136,31.324415,705.4479825,3,3
442.2,417.33987,28.730274,460.435281,2,2
417.8,374.35403,29.87437,419.165585,2,2
626.2,556.5604,31.027752,603.102028,3,3
358.9,415.2537,28.485401,457.9818015,2,2
878.1,877.2328,32.071064,925.339396,4,4
968.8,959.1577,31.580996,1006.529194,4,4
64.6,76.27459,22.865408,110.572702,1,1
941.8,949.8415,32.298126,998.288689,4,4
321.3,284.2643,27.981995,326.2372925,2,2
473.7,499.88644,29.917543,544.7627545,2,2
756.9,759.1992,31.321434,806.181351,3,3
953.4,932.1164,33.00659,981.626285,4,4
526.5,544.353,30.064428,589.449642,3,2
824.2,929.4656,32.86934,978.76961,4,4
569.8,587.946,31.166672,634.696008,3,2
646.2,718.36975,30.730997,764.4662455,3,3
748.4,682.6005,30.714888,728.672832,3,3
523,583.47687,31.986382,631.456443,3,2
739.1,758.43,31.771267,806.0869005,3,3
523,498.45212,29.904516,543.308894,2,2
279.4,280.92044,26.06562,320.01887,2,1
651.1,779.5461,32.96489,828.993435,4,3
56.6,46.89337,22.751947,81.0212905,1,1
535.1,548.7192,30.802904,594.923556,3,2
569.8,685.89825,31.827429,733.6393935,3,2
349.2,400.81097,27.7496,442.43537,2,2
358.9,422.62375,28.255365,465.0067975,2,2
259.9,224.17865,25.844929,262.9460435,1,1
936.9,920.0692,32.672543,969.0780145,4,4
170,161.76514,25.64636,200.23468,1,1
739.8,716.14484,32.120995,764.3263325,3,3
862.1,739.35895,32.666233,788.3582995,3,4
938,963.4369,31.751451,1011.064077,4,4
879.5,872.56573,32.66313,921.560425,4,4
568,612.07404,31.890087,659.9091705,3,2
264.4,227.40503,25.830221,266.1503615,1,1
151,155.02776,25.521395,193.3098525,1,1
761,739.63873,30.588673,785.5217395,3,3
256.1,205.25926,24.31364,241.72972,1,1
43.3,47.443146,22.88744,81.774306,1,1
254,349.93826,28.180109,392.2084235,2,1
451.1,454.2999,29.605568,498.708252,2,2
789,828.3261,31.881235,876.1479525,4,3
743.7,797.1973,29.459286,841.386229,4,3
456.2,483.6285,29.173473,527.3887095,2,2
149.7,145.71902,24.49577,182.462675,1,1
571.2,535.89557,26.900711,576.2466365,2,2
46.4,51.755856,22.222424,85.089492,1,1
737.2,745.71185,32.6538,794.69255,3,3
442.2,441.98993,27.745178,483.607697,2,2
847.1,843.9192,31.07498,890.53167,4,4
259.1,257.2894,27.567247,298.6402705,1,1
528.7,624.2805,31.358147,671.3177205,3,2
259.9,246.90416,21.977177,279.8699255,1,1
473.7,436.40964,30.349365,481.9336875,2,2
825.3,777.9065,32.816177,827.1307655,4,4
362.9,366.75497,30.3296,412.24937,2,2
264.4,191.23805,25.82453,229.974845,1,1
739.8,729.9515,31.362667,776.9955005,3,3
941.3,923.4725,33.73948,974.08172,4,4
540.5,478.34763,29.052479,521.9263485,2,2
181.2,165.84653,24.237865,202.2033275,1,1
978.8,951.9159,32.672585,1000.924778,4,4
535.8,501.2017,30.892345,547.5402175,2,2
633.7,755.04517,31.14817,801.767425,3,3
54.4,53.050774,24.264069,89.4468775,1,1
526.5,591.79297,31.357895,638.8298125,3,2
583.8,651.3107,30.983046,697.785269,3,3
954.1,942.6536,30.640064,988.613696,4,4
745.8,707.84735,30.141285,753.0592775,3,3
181.2,154.93146,25.639772,193.391118,1,1
872.5,710.9924,32.113228,759.162242,3,4
362.7,361.1595,29.503036,405.414054,2,2
42.3,172.42287,25.739075,211.0314825,1,1
336.8,332.44644,29.04811,376.018605,2,2
121.9,195.29211,26.984074,235.768221,1,1
447.1,353.12656,29.616404,397.551166,2,2
632.2,631.31934,33.030903,680.8656945,3,3
348.5,393.63007,28.697763,436.6767145,2,2
235.6,229.33888,26.447208,269.009692,1,1
739.8,713.3022,31.680666,760.823199,3,3
64.6,55.305756,25.48587,93.534561,1,1
170,143.21854,24.118515,179.3963125,1,1
145.3,121.98119,22.423126,155.615879,1,1
235.8,203.12633,27.748756,244.749464,1,1
442.5,483.78925,30.093845,528.9300175,2,2
523,449.56973,29.838089,494.3268635,2,2
855.1,882.8315,33.0291,932.37515,4,4
754.1,782.02545,31.676712,829.540518,4,3
157,181.11404,25.44936,219.28808,1,1
447.1,420.38763,28.308258,462.850017,2,2
583.8,597.8711,30.57809,643.738235,3,3
59,55.889275,22.772984,90.048751,1,1
376.2,348.9358,28.352036,391.463854,2,2
417.8,399.32968,29.779312,443.998648,2,2
529.7,588.9277,31.003397,635.4327955,3,2
445.9,367.75363,28.797405,410.9497375,2,2
151.4,149.10626,25.242496,186.970004,1,1
660.1,648.97217,29.387112,693.052838,3,3
361.4,391.72086,28.463043,434.4154245,2,2
53.9,106.01579,24.397606,142.612199,1,1
985.3,951.8675,33.82741,1002.608615,4,4
927.5,950.9499,33.42912,1001.09358,4,4
523,605.66376,30.493572,651.404118,3,2
259.1,201.24686,25.133572,238.947218,1,1
448,456.24698,28.564402,499.093583,2,2
662.7,684.8897,29.818321,729.6171815,3,3
972.4,872.1857,32.401024,920.787236,4,4
255.4,283.4876,26.635128,323.440292,2,1
146.9,140.60045,22.412592,174.219338,1,1
379.8,374.60507,28.053173,416.6848295,2,2
972.4,930.03546,32.60074,978.93657,4,4
158.9,242.88885,25.877674,281.705361,1,1
170,151.23051,25.296164,189.174756,1,1
941.3,811.9908,32.33291,860.490165,4,4
